course_id,name,description,visits,created_at,learning_notes,publish_time
288,《计算概论》课程程序设计,"“计算概论与程序设计基础”（北京大学校内课程名“计算概论A”）是针对“信息科学技术学科一年级本科生”开设的一门专业基础主干课程。

本实践课程是课程中的程序设计基础部分，我们将以“C语言”为主要学习对象，学习计算机程序设计的相关知识，并培养程序设计的基本技能。

该部分的学习划分为**四个迭代周期**：

- 周期一： 感性认识计算机程序；
- 周期二： 理性认识计算机程序；
- 周期三： 函数——结构化的程序；
- 周期四： 一些稍复杂的数据结构（指针、结构体、链表等）；

之所以称为“迭代周期”，是因为我们希望在每个周期中，同学们都能够编写出完整、可运行、能解决问题的计算机程序，而不是仅仅学习计算机程序设计语言的某个部分！所以，学习程序设计的过程，应该是一个“在实战中进阶”的过程，而不是一个“知识堆砌”的过程。希望这个迭代进阶的学习过程可以帮助大家顺利达成学习目标。",8424,2019-05-28 15:25:12,"本实训课程系列适用于零基础的同学自主学习，对同学们的计算机和编程基础没有特殊要求。

基本资料：主要参考本课程所提供的讲义资料，以及来自 `https://ica.openjudge.cn/`  的相关练习题。

参考教材：

- ` [1] 《程序设计基础》（第二版），吴文虎，清华大学出版社，2006年7月 参考教材`

- `[2] Computer Systems -A Programmer's Perspective, Randal E.Bryant, David O'Hallaron, Prentice Hall, 2002`

- `[3] C++ Programming Today (2 edition), Barbara Johnston, Prentice Hall, 2007`",2019-07-09 09:02:53
301,Flink 实时计算基础,"Flink 核心是一个流式的数据流执行引擎，其针对数据流的分布式计算提供了数据分布、数据通信以及容错机制等功能。基于流执行引擎，Flink 提供了诸多更高抽象层的API以便用户编写分布式任务：

DataSet API， 对静态数据进行批处理操作，将静态数据抽象成分布式的数据集，用户可以方便地使用Flink提供的各种操作符对分布式数据集进行处理，支持Java、Scala和Python。

DataStream API，对数据流进行流处理操作，将流式的数据抽象成分布式的数据流，用户可以方便地对分布式数据流进行各种操作，支持Java 和Scala。

Table API，对结构化数据进行查询操作，将结构化数据抽象成关系表，并通过类SQL的DSL对关系表进行各种查询操作，支持 Java 和 Scala。

此外，Flink还针对特定的应用领域提供了领域库，例如：

Flink ML，Flink的机器学习库，提供了机器学习Pipelines API并实现了多种机器学习算法。

Gelly，Flink的图计算库，提供了图计算的相关API及多种图计算算法实现。",9,2019-06-22 13:45:38,本课程适合有一定 Java 基础和流计算基础,
302,数据科学手册,"数据科学`（Data Science）`主要包括两个方面：用数据的方法研究科学；用科学的方法研究数据。前者包括生物信息学、天体信息学、数字地球等领域；后者包括统计学、机器学习、数据挖掘、数据库等领域。用数据的方法研究科学，最典型的例子是开普勒关于行星运动的三大定律；用科学的方法研究数据主要包括数据采集、数据存储和数据分析。

<p align=""center"" >
<img  style=""border: 1px solid #ddd;padding: 5px; background: #fff;"" src=""/api/attachments/369312"" alt=""""  height=""80%"" width=""80%""  />
</p>

<center>

`Drew Conway`的数据科学维恩图

</center>",6277,2019-06-22 15:32:16,学习本课程需要掌握`Python`基础知识，如果对矩阵等线性代数知识有一定了解，学习起来能更加轻松。本书使用的开发环境是 `IPython`以及`Anaconda` 。,2019-07-24 11:41:14
303,并行编程实践,"并行计算，简单地讲，就是在并行计算机上所作的计算，它和常说的高性能计算、超级计算是同义词，因为任何高性能计算和超级计算总离不开使用并行技术。随着计算机和计算方法的飞速发展，几乎所有的学科都走向定量化和精确化，从而产生了一系列诸如计算物理、计算化学、计算生物学、计算地质学、计算气象学和计算材料科学等的计算科学，在世界上逐渐形成了一门计算性的学科分支。

本实训课程会从多种并行方式训练您的并行编程实践能力。",2882,2019-06-22 16:01:44,学习本实训课程需要您已经具备基本的编程以及算法知识。,2019-06-22 16:11:39
304,SQL Server 数据库实验,"`SQL Server`是由`Microsoft`开发和推广的一个关系数据库管理系统（`DBMS`），其具有使用方便、可伸缩性好以及软件集成程度高等优点，可以在运行`Windows`系统的平台上使用。`SQL Server`最初由`Microsoft`、`Sybase`和`Ashton-Tate`三家公司共同开发的，并于`1988`年推出了第一个版本。`SQL Server`近年来不断更新版本，目前最新版本是`SQL SERVER 2017`。

本实训课程将介绍数据库的基础知识和常用操作，通过这个实训路径你可以初步认识`SQL Server`数据库并掌握常用的数据库操作。",5,2019-06-24 20:30:43,本实训课程适合所有想学习`SQL Server`基础知识的小伙伴,
307,数据结构与算法-示例,"在编写程序时，我们需要考虑如下问题：如何描述所涉及的数据的逻辑关系，如何存储这些数据及其逻辑关秀，如何设计和实现对数据的操作算法。《数据结构与算法》就是回答这些问题的。当问题给定后，数据之间的逻辑关系就给定了，接下来设计合理的存储方式就很重要，它关系到对数据进行操作的算法如何实现。给定了逻辑结构和存储结构，最后还需要设计实现高效的对数据进行操作的算法。

《数据结构与算法》课程一般围绕线性结构、树、图这三种逻辑结构展开，介绍顺序存储、链接存储、索引存储、散列存储等存储方式，以及相应的算法设计与实现。本实训围绕《数据结构与算法》中典型结构和算法开展实战训练，涉及线性表、队列、栈、表达式、字符串、排序、查找、树、图等。目的是通过本实训，让你掌握典型数据结构的设计与算法实现。

本课程源自国防科技大学祝恩教授的《数据结构与算法》，稍作修改，作为平台范例，祝教授的实训课程链接为：https://www.educoder.net/paths/4 。",4161,2019-06-30 11:36:21,"本课程源自国防科技大学祝恩教授的《数据结构与算法》，稍作修改，作为平台范例，祝教授的实训课程链接为：https://www.educoder.net/paths/4 。

该实训需要C语言编程的经验，如果你已经掌握C语言，那么就可以进入本实训了。",2019-06-30 12:21:48
308,Flume入门到实践,"Flume 是一个高可用的，高可靠的分布式的海量日志采集、聚合和传输的系统。适合实时推送事件，处理海量、持续的数据流。
![](/api/attachments/365237)",19,2019-07-01 15:01:31,学习本课程你需要了解Hadoop和Linux相关知识,
318,Web 前端课堂（初级）,"本课程全面、系统地介绍了Web前端的核心技术——HTML、CSS和JavaScript，侧重于基础理论和实际运用，并结合技术的最新前沿知识。
主要内容包括：html基础标签、文本、表格等，CSS知识包括基础选择器，表格样式等，JavaScript知识覆盖面广，共有十一个实训；
接下来开始学习吧！

![](/api/attachments/375990)
",24,2019-07-11 13:47:42,本教程适合所有**零基础**的小伙伴。,
319,Python 网络爬虫技术,"Python 爬虫，简单来说，即通过 Python 程序获取对我们有用的数据。如果我们把互联网比作一张大的蜘蛛网，数据便是存放于蜘蛛网的各个节点，而爬虫就是一只小蜘蛛，沿着网络抓取自己的猎物（数据）爬虫指的是：向网站发起请求，获取资源后分析并提取有用数据的程序。从技术层面来说，就是通过程序模拟浏览器请求站点的行为，把站点返回的 HTML 代码/ JSON 数据/二进制数据（图片、视频） 爬到本地，进而提取自己需要的数据，存放起来使用。爬虫基本流程如下：

- 第一步：发起请求。一般是通过 HTTP 库，对目标站点进行请求。等同于自己打开浏览器，输入网址；

- 第二步： 获取响应内容（Response）。如果请求的内容存在于服务器上，那么服务器会返回请求的内容，一般为：HTML，二进制文件（视频，音频），文档，Json 字符串等；

- 第三步：解析内容。对于用户而言，就是寻找自己需要的信息。可以使用 Xpath 解析 HTML 的内容获取自己想要的信息数据，也可以使用正则匹配，方法有很多种，这一般看用户自己的偏爱或者说熟悉哪个技术点；

- 第四步：保存数据。解析得到的数据可以多种形式，如文本，音频，视频保存在本地。

本课程将介绍 Python 爬虫入门的相关知识，包括 HTML 基础、正则表达式、爬虫基础知识、MySQL 数据持久化以及 Scrapy 爬虫框架等内容。




<center>
<img  style=""border: 1px solid #ddd"" src=""/api/attachments/1128035"" alt=""""  height=""""width=""""  />  <br>
</center>",14072,2019-07-12 08:55:18,本课程适合有一定`Python`基础的小伙伴学习，内容包含正则表达式、前端、数据库以及爬虫相关知识。,2019-08-13 20:56:54
322,Spark大数据编程 — 中南大学,"本实训路径以任务为导向，较为全面地介绍了Spark大数据技术的相关知识。具体内容包括Scala编程；Spark SQL：文本文件数据源读取；Spark Streaming：实时计算框架；Spark Milb：功能强大的算法库；Spark GraphX：预测社交圈。通过练习和操作实践，帮助你巩固所学的内容。
![](/api/attachments/376689)",3071,2019-07-15 10:00:58,需要学员具备一定的Scala编程基础与Linux的基础。,2019-07-15 15:05:21
324,绿盟杯,绿盟杯,187,2019-07-17 16:16:52,绿盟杯,
326,警务大数据项目实战,"由于公安业务各类需求逐渐从事后分析走向事中布控和事前预警，因此对数据的实时处理和分析提出了极高的要求。在此情况下，本课程基于公安业务简单模拟了一个警务大数据解决方案，打造高效化和智能化的智慧警务。

####课程技术架构

核心框架：`SpringBoot`；
持久层框架：`MyBatis`；
数据库连接池：`HikariCP`；
数据库存储：`HBase` + `Phoenix` 中间件；
大数据计算引擎: `Apache Spark`。


####课程主要功能

1、离线和实时采集数据 ：对多渠道数据进行清洗、转换、重组，最后存储到`HBase`数据库；
2、对关系数据库进行转换及存储： 支持多种关系数据库，并自动进行类型转换、字段转换，最后存储到`HBase`数据库；
3、大数据计算离线分析：对异常入住酒店行为、频繁更换上网场所、特点时间段频繁上网的人员、疑似以酒店场所进行非法活动、多次同上网、多次同入住、本地人多次入住本地旅馆的数据进行统计分析，为有效、预防及抓捕犯人提供依据；
4、实时流轨迹监控：对布控、潜逃人员，及问题人员轨迹进行监控；
5、实时流车辆管控：车辆安全预警、在逃人员轨迹监控。

对于有一定`Hadoop/Spark`基础，又想进一步快速提升自身能力的人来说，选择本课程最合适不过了，一起开启大数据学习之旅吧！",2952,2019-07-22 09:31:08,熟悉编程语言`Java`、熟悉基本`SQL`的使用、有一定`Hadoop`、`Spark`、`Spring Boot`基础。,2019-10-28 09:45:00
